q24r1,avg_q24r2r3,avg_q25r1r2r3,q26r3,q26r4,q26r5,X,clusterresults.cluster,numdata$q1
5,4,3,5,6,5,1922,3,1
1,1,2,1,3,2,1869,2,2
2,1,2.333333333,1,1,1,2323,2,5
2,2.5,1.333333333,2,2,1,962,2,5
2,1,2.666666667,2,2,4,1334,2,6
6,1,1,5,2,4,846,1,5
5,2.5,3,2,3,4,1232,1,6
5,2.5,2.666666667,1,2,2,667,1,7
2,1.5,1.666666667,2,2,2,2182,2,2
3,3.5,3.666666667,3,4,3,499,3,2
3,1.5,2.666666667,1,1,1,1688,2,2
2,3.5,3.666666667,2,5,4,1675,3,8
1,1,1,2,3,3,1165,2,6
2,1.5,1.333333333,1,2,2,2155,2,4
2,1.5,2.666666667,2,2,2,2010,2,3
3,1.5,2,1,3,3,1514,2,3
2,2,2.666666667,1,4,5,1678,3,4
3,1,3.333333333,1,3,3,1231,2,8
2,1.5,1.333333333,1,1,4,1278,2,7
6,1,1,1,3,3,9,1,6
2,3,3,3,3,4,802,3,3
3,2.5,3,2,2,2,780,2,2
1,1,1,1,1,1,1116,2,3
1,1.5,1,1,2,2,849,2,3
4,2,4,3,5,3,2106,3,2
1,1,1,1,1,1,2367,2,2
4,2.5,2,2,4,5,1644,3,6
3,1,1.666666667,2,2,3,1208,2,3
5,2,2.666666667,2,4,4,195,1,8
6,2,2.666666667,4,2,6,1207,1,2
2,1,4.333333333,2,5,3,1012,3,6
3,3,3.333333333,3,3,3,1175,3,4
6,1,2.333333333,2,6,6,191,3,11
1,1,1.333333333,1,2,1,822,2,9
5,1,1.666666667,2,5,3,80,1,6
3,2,2.333333333,2,3,2,1252,2,8
4,3.5,2.666666667,1,4,1,296,1,9
3,1.5,2.666666667,2,3,5,1534,3,5
2,1,1.666666667,3,3,3,2251,2,3
3,1,2,3,3,2,1272,2,4
4,4,3,2,4,3,372,3,4
2,2,4,3,6,5,1107,3,7
3,2,1.666666667,4,4,3,1797,3,8
3,2,3,2,3,2,264,2,2
4,3,3.333333333,3,4,3,1154,3,4
5,1,1.666666667,1,1,2,785,1,6
1,1,1,5,5,5,1142,3,4
2,1.5,2.333333333,3,4,5,1305,3,5
4,2,2.666666667,3,5,4,1560,3,6
2,2.5,1.666666667,2,2,2,2309,2,3
6,5,1.666666667,1,1,2,669,1,2
1,1.5,2,1,4,1,2283,2,3
4,1,1.666666667,4,3,2,489,1,5
5,1.5,3,2,1,2,1384,1,5
2,3,3.666666667,2,4,4,1713,3,8
1,1,1,1,1,1,637,2,3
1,1,4.666666667,1,6,1,590,3,2
1,2,3,2,4,4,278,3,2
3,4.5,1.333333333,1,6,3,165,3,9
5,3,3,3,4,3,10,1,6
6,1,1,6,1,6,457,1,5
4,2,2.333333333,3,3,3,520,1,2
5,2.5,2.333333333,3,3,3,1924,1,6
4,2.5,3,2,2,2,818,1,2
6,1,4.666666667,4,3,1,238,1,2
3,3,2,2,1,4,618,2,3
3,1,2,1,1,1,1926,2,1
2,2,2.333333333,2,3,1,403,2,2
4,1,2.333333333,1,3,3,1806,1,5
1,1,1,1,3,3,2085,2,2
3,3.5,3.333333333,2,5,3,1810,3,2
3,4.5,3,4,3,4,1859,3,6
3,2,2,2,2,5,466,3,2
1,1.5,3.333333333,1,2,3,760,2,7
4,2.5,3.333333333,2,3,4,1228,3,3
6,4.5,2.666666667,6,5,6,1362,3,1
1,1,1,1,3,3,1995,2,2
1,1.5,1.666666667,4,1,2,490,2,2
5,2,1.333333333,1,2,4,700,1,2
4,2,3.333333333,3,3,2,717,1,6
1,1,1,1,1,1,544,2,6
1,1,2,1,2,4,1255,2,3
6,2.5,3,3,2,5,1303,1,3
2,2,2,2,2,2,2355,2,2
2,1,1.333333333,1,2,2,1215,2,2
5,2.5,3,3,5,3,1831,3,7
5,1,2,1,5,1,915,1,10
1,1,3,3,3,3,352,2,2
2,3,1.666666667,2,2,6,1768,3,6
5,3,2,2,2,1,20,1,10
4,2.5,2.666666667,2,3,5,1986,3,5
4,4,1.666666667,2,4,2,464,1,2
3,3,3.333333333,2,4,3,838,3,2
3,2.5,3,1,2,1,569,2,3
1,1,1,1,1,1,102,2,3
3,1,3.333333333,1,4,4,1707,3,5
4,2.5,3,1,2,3,2289,1,4
2,4.5,1.333333333,3,5,4,816,3,3
2,1,2,1,3,1,1443,2,3
4,1,2.333333333,1,5,2,1547,1,5
3,2,4,2,3,2,657,2,3
3,2.5,4,1,3,3,2024,3,10
6,3,2,2,3,2,1032,1,6
6,1,3.333333333,1,3,2,424,1,6
2,1.5,2.333333333,2,2,2,1321,2,3
3,3,3,2,3,4,1203,3,6
4,1,2,1,2,1,2293,2,2
2,4,3.666666667,3,4,3,162,3,6
6,1.5,3,3,4,4,1519,1,7
2,1,1.333333333,4,2,2,345,2,5
4,1,2.666666667,3,3,3,94,1,8
4,2,2,3,1,4,1054,1,2
5,1,2,1,1,4,1073,1,2
1,1,1,1,1,1,888,2,2
2,1,1,1,3,4,96,2,9
4,1,2.666666667,1,3,3,1174,1,5
2,1,3.666666667,2,4,2,1430,2,3
3,1,1,1,1,2,1887,2,3
2,2,2,2,2,2,144,2,4
2,1,2.333333333,2,2,3,1900,2,8
1,2,2,1,6,6,1877,3,8
5,2.5,2.666666667,2,5,3,1413,1,5
4,1,1,1,1,3,622,1,3
3,4.5,2.666666667,2,3,3,251,3,6
3,4,3.333333333,1,6,3,966,3,7
4,2,3.666666667,4,5,4,1445,3,10
2,2,1.333333333,3,2,3,91,2,4
5,2,3.666666667,3,5,4,1738,3,9
4,1.5,2.333333333,2,3,2,293,1,2
5,3.5,1,1,1,2,904,1,1
5,1,3.333333333,3,5,5,1257,3,7
3,2,3.333333333,5,4,3,1136,3,4
1,1,1.666666667,2,1,2,1612,2,3
5,2,3,2,5,5,291,3,5
1,1,1,1,1,1,2314,2,2
6,2,2,2,3,3,715,1,2
3,3,2.666666667,2,5,5,1989,3,1
3,3,3,3,3,3,998,3,4
1,3.5,2.666666667,2,1,2,974,2,4
6,2,4.666666667,1,3,2,970,1,8
3,2,3.333333333,2,3,5,1963,3,7
4,1,2.333333333,2,1,3,2110,1,9
4,2.5,2.333333333,2,4,2,1600,1,5
1,1,1.333333333,1,1,1,242,2,5
3,1,3.333333333,2,3,4,615,3,5
3,5,3,5,5,4,1817,3,10
3,1.5,3.333333333,2,3,2,2142,2,2
3,4,2,6,5,6,1823,3,11
4,1,1.333333333,2,3,2,1085,1,4
2,1.5,3,2,3,3,1966,2,2
4,2.5,2.333333333,1,1,1,1155,2,3
3,3,2,3,4,3,73,3,8
2,3,2.666666667,2,3,2,798,2,5
3,2,2.333333333,2,2,3,639,2,3
4,2.5,1.666666667,3,3,3,595,1,3
4,1,2,1,4,2,663,1,3
1,1.5,1.666666667,1,3,3,723,2,7
1,1,1,1,1,1,297,2,3
1,1,1.333333333,1,1,1,732,2,4
3,1,2,2,3,3,2177,2,2
2,2,1,1,2,2,1284,2,1
3,1,2.333333333,1,3,2,2169,2,2
5,3,2,3,2,3,886,1,2
3,1.5,1.666666667,2,2,2,705,2,5
2,1.5,2.333333333,2,2,2,288,2,2
3,1,1.666666667,1,1,1,598,2,2
3,3,3,3,3,3,1186,3,3
3,2.5,2.666666667,1,1,3,1503,2,6
3,3,4.333333333,2,3,3,184,3,10
2,1.5,2.333333333,1,2,3,666,2,2
1,1,1,1,1,1,1139,2,3
6,4.5,3.666666667,2,2,4,38,1,6
5,1.5,1.666666667,2,1,5,1723,1,5
4,3.5,2.333333333,1,4,2,131,1,2
4,1,3,1,4,2,929,1,6
3,3,2.333333333,3,3,3,1133,3,3
1,1.5,1.666666667,1,2,2,1050,2,2
2,2,2,2,2,2,2384,2,7
4,1,2.666666667,2,3,4,1480,1,5
5,2.5,2.333333333,3,5,3,1961,3,4
6,1,3.333333333,2,5,5,259,1,4
3,3,5,3,2,4,742,3,2
2,2,3.333333333,3,4,4,677,3,5
3,1,2.333333333,1,2,3,612,2,4
3,3,2.666666667,2,1,3,2369,2,3
1,1,1,1,3,1,1624,2,4
1,1,1,1,1,1,633,2,2
1,1,1,1,1,1,701,2,2
5,1.5,1.333333333,3,3,2,1468,1,6
3,1.5,3,3,3,3,473,3,11
2,1,1.333333333,1,4,4,1423,2,6
3,2.5,2.333333333,1,2,3,524,2,8
4,1,1.666666667,1,3,1,1271,1,7
3,1,2.666666667,1,2,2,2288,2,3
4,2,3,2,3,3,1937,1,3
4,4,3.333333333,3,3,3,588,3,3
4,1,1.666666667,1,1,1,246,2,6
3,2.5,2,2,3,1,945,2,3
3,2.5,2.666666667,2,3,3,586,3,4
4,3.5,2,2,2,4,839,1,2
6,2,1.333333333,2,2,3,1351,1,4
6,1.5,2.666666667,1,3,3,1885,1,9
4,1,1.666666667,1,2,3,1102,1,8
4,2.5,2.333333333,3,3,4,856,3,7
6,1.5,2,4,3,5,1641,1,3
3,2,2,1,4,3,190,3,7
3,1.5,1.666666667,1,2,4,1446,2,7
5,4,4,2,5,3,1982,3,11
3,1.5,2.666666667,2,4,3,1466,3,5
5,3.5,2.666666667,2,3,3,659,1,5
2,1.5,4,1,3,3,744,2,3
2,1.5,1.333333333,2,2,2,197,2,5
5,1,2.666666667,1,4,4,208,1,9
6,4.5,3,4,4,4,1872,3,8
3,3,4.333333333,3,5,3,2149,3,5
3,3,2,3,4,4,228,3,3
1,1.5,3,5,5,5,386,3,9
1,1,1,1,1,1,2371,2,2
1,1,2.333333333,3,3,5,181,3,10
2,1.5,2,3,2,2,2269,2,4
5,1,3.333333333,1,5,3,2004,1,10
5,1,2.333333333,2,3,4,2071,1,10
2,1,2.333333333,2,2,4,155,2,9
3,2.5,1.666666667,1,2,2,357,2,2
4,1.5,2.666666667,3,3,4,2320,3,4
3,4.5,3,3,3,4,1596,3,6
3,3.5,4.333333333,3,4,3,1104,3,3
2,2.5,3,3,3,3,2104,3,4
2,2,2.333333333,2,3,3,943,2,2
5,4.5,3,6,6,6,1570,3,1
2,1.5,2,2,2,4,2258,2,5
4,1,3,1,6,5,2043,3,2
1,1,3,1,3,3,658,2,7
6,2,5,2,2,2,412,1,4
3,3,1,5,5,4,1721,3,9
2,1,3.333333333,1,3,2,356,2,3
3,1,1.666666667,3,4,3,1647,3,7
4,1,2.333333333,1,2,2,1442,1,7
1,3.5,1,1,6,6,1659,3,5
5,4,2.666666667,3,5,4,1222,3,2
1,2,2.666666667,3,6,3,1711,3,8
4,1,2.333333333,2,3,4,1968,1,7
4,2.5,2.666666667,3,3,3,109,1,3
2,2.5,2,3,2,2,526,2,2
3,2.5,1.666666667,2,2,1,2236,2,4
5,1,1.333333333,1,4,3,1199,1,6
5,2,3.333333333,3,6,4,1035,3,8
1,2.5,3.666666667,1,6,5,1586,3,8
5,4,2.333333333,1,2,3,912,1,6
2,2,3,2,2,2,123,2,4
2,3.5,4.666666667,1,3,6,55,3,4
2,1,2.333333333,1,6,5,283,3,2
5,3.5,3.333333333,1,5,3,766,1,7
2,3,2.666666667,1,4,4,127,3,3
6,3.5,2.666666667,1,5,2,1930,1,7
5,2,1.666666667,3,5,3,1279,1,8
4,1,1.666666667,1,3,2,1955,1,4
4,3,2,2,3,2,409,1,6
5,2,2,3,2,3,1676,1,4
2,1,2.333333333,1,2,2,2073,2,3
3,1.5,1.666666667,3,3,2,2102,2,4
1,1,3,1,3,3,1210,2,2
5,1,2.333333333,4,3,4,185,1,11
3,1,1,2,2,3,1493,2,5
1,1,1,1,1,1,2365,2,3
3,2,3.333333333,1,3,2,70,2,6
1,2,1.333333333,1,3,3,969,2,2
5,1.5,4,4,4,3,68,3,4
6,1,2.666666667,2,6,6,2050,3,6
4,1.5,1.666666667,2,4,3,2373,1,2
2,1.5,2.666666667,3,5,3,1374,3,10
1,1,3,2,1,3,1172,2,2
4,1,3.666666667,3,4,3,1566,3,4
6,1,1,1,4,1,1979,1,5
2,1,3,2,5,2,477,3,5
4,4.5,4.666666667,3,3,5,964,3,2
1,1,1,1,1,1,2261,2,2
5,1.5,3.333333333,1,4,5,49,1,4
4,1,3.333333333,1,2,3,1957,1,2
2,1.5,1.333333333,2,2,2,1081,2,2
5,2,3.666666667,1,2,4,1991,1,4
2,2,2,2,2,2,825,2,3
4,2.5,2,2,3,4,1119,1,11
3,3,3,3,3,3,946,3,2
5,1.5,3.333333333,3,3,3,582,1,7
6,1,1,1,1,1,391,1,2
1,1,3,3,3,3,1327,2,3
4,2,2.666666667,3,4,4,1315,3,3
5,1.5,1.666666667,1,4,4,1847,1,6
4,2.5,2.333333333,2,1,2,719,1,3
3,3,2,2,2,3,2156,2,5
2,2,3.333333333,2,6,4,1160,3,2
1,2,1.333333333,2,2,2,2174,2,4
3,1,2,1,1,4,1875,2,3
1,1,1.333333333,3,2,2,2134,2,4
3,2,2.333333333,5,5,5,2015,3,1
3,1,2,3,4,6,1452,3,7
2,3,2,2,3,2,2316,2,3
4,2,2.666666667,3,3,3,2052,1,8
5,1,1.333333333,1,3,4,1798,1,5
2,2,2,2,2,2,168,2,7
2,2,2.666666667,2,5,5,1551,3,7
2,1,2,1,2,2,2319,2,2
5,1,1,3,3,3,487,1,2
3,3,3,4,3,4,29,3,6
1,2,1.666666667,1,4,3,2140,2,2
2,2,2,2,2,2,2229,2,2
5,1,2,4,3,4,2037,1,7
2,1.5,2.333333333,2,2,1,836,2,3
1,3.5,3.333333333,3,4,4,2186,3,4
4,2,3,1,3,2,597,1,7
6,1,2,2,1,5,2393,1,4
4,1,2.333333333,2,5,3,2031,3,3
3,1.5,2.333333333,4,2,4,1630,3,3
4,1.5,1.666666667,3,3,3,2372,1,8
6,4.5,4,6,6,6,1489,3,4
3,3,3,3,3,3,995,3,4
3,1,1,1,1,1,925,2,2
1,2,2,2,2,2,702,2,5
3,2.5,2.333333333,3,4,4,2383,3,2
4,1,2,1,2,1,460,2,5
2,3,1.333333333,2,4,4,136,3,2
1,2.5,1,1,6,1,608,2,2
2,2.5,3.333333333,3,3,4,1652,3,1
4,2,3.333333333,1,3,5,983,1,9
3,1,1.666666667,3,2,3,2324,2,2
4,1.5,3.333333333,3,3,4,878,3,6
2,3,3.333333333,2,2,2,664,2,4
2,2.5,2.333333333,3,3,3,536,3,5
3,2,1.666666667,1,2,3,877,2,2
1,1.5,1.333333333,2,1,2,273,2,4
3,2.5,3,1,4,3,1696,3,6
1,1,1,1,1,1,1100,2,2
5,1.5,2.333333333,1,3,3,571,1,8
3,1,2.333333333,1,3,3,16,2,8
2,1,2.333333333,3,3,3,1754,2,6
2,1,3.333333333,1,1,1,2290,2,3
4,1,1,2,5,3,690,1,3
6,1,2,1,1,2,895,1,9
3,2.5,5,2,3,4,893,3,2
2,1.5,2.333333333,1,1,2,748,2,2
3,3,2,3,3,3,2235,3,3
5,1,3,1,5,2,1735,1,5
4,2.5,2.666666667,2,2,4,1475,1,8
1,1,3,2,3,3,1111,2,5
2,2,2,2,2,2,488,2,5
2,2,2.666666667,2,4,3,21,3,7
2,3.5,4,3,4,4,1516,3,8
2,1,2,1,4,4,1352,3,4
3,3.5,3.666666667,2,5,5,1069,3,9
2,2,2,2,2,2,2201,2,9
5,1,2,2,2,2,1086,1,4
3,4,3.666666667,3,4,3,2165,3,3
1,2,2,3,1,5,279,2,2
4,2,1.333333333,2,5,5,1372,3,3
3,2,3,2,4,5,926,3,2
1,3,1.333333333,1,5,1,1825,2,3
2,1,2,4,3,3,255,2,4
3,1,2.666666667,1,4,2,37,2,7
2,2,3.666666667,4,4,4,1337,3,8
1,1,2.666666667,1,1,1,551,2,7
4,2,1.666666667,1,3,1,2105,1,2
1,2,2.666666667,3,3,5,1455,3,9
5,3.5,2.666666667,4,4,2,1402,3,8
5,2,3.333333333,2,3,5,1526,1,2
5,1,1.333333333,1,1,2,1419,1,2
3,3,3,3,3,3,1105,3,5
3,2.5,2,1,3,2,1523,2,5
3,1.5,2.333333333,3,3,3,1959,3,2
1,3.5,2,1,1,5,76,2,6
2,1,4,3,4,5,307,3,4
1,1,1,1,1,1,66,2,2
1,3.5,1.333333333,1,2,2,398,2,7
4,2.5,1.333333333,3,5,6,1849,3,9
1,2,1,1,1,1,2103,2,7
3,4,3.666666667,2,5,5,1819,3,10
2,2.5,2,3,4,3,205,3,9
4,2.5,2.333333333,2,6,4,1182,3,10
3,2.5,2,2,2,4,497,2,7
5,2,2,3,3,4,1896,1,8
1,1.5,2.333333333,2,3,2,1479,2,5
4,1.5,1,2,1,2,560,2,2
3,2.5,2,1,2,2,2108,2,5
1,1,1,1,2,4,2339,2,4
5,1,3.666666667,1,3,4,1380,1,9
2,2,2.333333333,4,4,4,69,3,2
4,5,3,2,1,6,790,3,2
2,2,2,3,3,3,79,2,2
3,2,3.333333333,2,4,3,1747,3,6
3,1,1.333333333,1,3,4,1018,2,2
3,3.5,2.333333333,2,5,5,1456,3,7
2,1.5,1.333333333,2,1,2,63,2,3
3,4,2.666666667,2,3,3,896,3,2
3,2,1.666666667,1,3,3,2276,2,4
3,1,1.666666667,2,3,3,1680,2,4
1,1,1,1,1,1,675,2,3
2,1,2.666666667,1,5,3,587,3,4
3,2.5,2.666666667,3,4,4,1702,3,11
3,1,2.333333333,3,3,4,1649,3,4
2,1,1.333333333,1,4,3,395,2,3
3,2,1.666666667,3,4,3,1950,3,5
2,2.5,1.333333333,1,1,2,327,2,2
1,1,2,1,2,1,1844,2,7
2,2,1.666666667,2,2,2,171,2,6
6,1,1,1,1,6,2249,1,2
4,1,1.333333333,1,3,1,528,1,5
3,2,2.666666667,2,1,4,1044,2,2
4,1,2,1,4,5,1958,1,2
1,1,2,2,4,4,1101,3,2
4,1,1,1,1,1,1311,2,2
6,1,1,1,1,1,1628,1,5
1,1,1,1,1,1,1990,2,3
1,1,1,1,1,1,749,2,5
2,1.5,2,2,2,1,759,2,4
1,1,2.666666667,2,3,3,50,2,6
6,1,3.666666667,1,1,6,158,1,9
1,1.5,1.333333333,3,2,1,2394,2,3
3,1.5,1.333333333,2,1,2,693,2,3
6,3,3,1,5,3,90,1,9
4,1,3.333333333,3,6,4,917,3,4
6,6,4.333333333,1,6,6,774,3,6
4,1.5,1.666666667,3,4,3,2327,1,2
6,1.5,2,1,1,2,1556,1,4
6,1,3.666666667,1,2,6,1880,1,7
4,3,2.666666667,4,3,3,1084,3,2
3,1,1,2,3,5,1873,3,4
2,3,1.666666667,1,4,2,392,2,6
4,1.5,1.333333333,6,4,4,2217,3,2
3,3,3,3,2,3,865,3,2
3,3.5,2,5,5,5,1331,3,2
3,1.5,1.666666667,1,3,3,695,2,3
2,1,3,3,6,6,1302,3,5
2,3,3.666666667,4,4,4,1465,3,4
3,3,3,3,3,3,113,3,2
1,3,2.333333333,3,2,3,227,2,2
3,2,2.666666667,2,3,2,1902,2,3
2,1.5,2,2,3,3,1878,2,3
2,2,2.333333333,3,6,3,2059,3,9
4,1,2.666666667,2,2,3,576,1,2
2,1.5,1.666666667,4,5,3,97,3,5
1,1,2.666666667,3,2,2,1820,2,6
2,2,1.666666667,2,2,3,2220,2,2
1,1,1,1,1,1,1709,2,3
3,1.5,2,3,1,2,387,2,2
4,3,2.333333333,2,5,3,1591,3,6
2,2.5,2,1,5,3,471,3,2
5,1,2.666666667,3,6,5,1695,3,6
3,3,3,3,3,3,343,3,5
2,1.5,2.333333333,2,2,1,199,2,8
5,1.5,2,1,4,3,914,1,5
3,3,3,4,3,3,325,3,6
3,2,3,2,4,5,1473,3,5
6,1,1,1,2,2,2311,1,7
3,2,3,2,3,2,166,2,4
6,1,2.666666667,1,4,2,805,1,2
2,1,3.666666667,1,2,3,1152,2,8
1,1,1.666666667,3,3,1,1024,2,2
1,1,2,1,4,1,462,2,4
4,3,4.333333333,2,2,3,855,1,4
6,1,2,1,2,2,808,1,5
3,4,3.666666667,2,5,3,709,3,2
5,1,1.666666667,3,5,3,1273,1,7
6,2.5,3,1,5,5,1956,1,3
4,1.5,2.666666667,4,5,4,1401,3,5
2,2.5,3,1,3,2,336,2,2
2,3,2.666666667,2,5,5,686,3,6
4,1,2,1,1,4,585,1,5
1,1,2.333333333,2,5,3,1813,3,5
4,3,2,1,3,3,1796,1,3
2,2,2.333333333,2,4,3,1692,3,3
5,1,2,1,1,1,2131,1,9
5,4,2.333333333,2,2,4,19,1,2
2,1,2,1,3,4,482,2,5
4,1,1.666666667,1,2,2,346,1,8
2,2,2.333333333,2,1,2,445,2,2
1,1.5,3,2,6,6,449,3,2
6,1,2.333333333,6,3,2,1889,1,9
2,1.5,2.666666667,1,1,1,2163,2,9
3,4.5,2,1,4,5,189,3,9
5,4,1,1,1,5,594,1,3
4,3,2.333333333,3,2,3,1718,1,4
3,4.5,2.666666667,2,4,2,2054,3,5
1,2,2.333333333,2,2,2,204,2,6
4,1,3.333333333,3,1,3,2291,1,6
1,1,2,1,3,2,2381,2,2
4,2.5,4.666666667,4,2,3,1964,3,2
3,1.5,1.666666667,2,3,4,1328,3,4
5,2,1,1,2,4,1297,1,2
2,2,2.333333333,3,1,5,1573,2,2
1,1,3,1,2,2,954,2,7
3,3,2.666666667,3,4,3,366,3,5
3,2.5,1,3,6,6,1425,3,5
2,1.5,1.333333333,2,2,2,2219,2,2
5,1,2.666666667,3,4,3,1928,1,5
5,2,1.333333333,1,1,2,665,1,2
4,1,1.666666667,3,3,4,376,1,2
5,1.5,2.666666667,2,1,5,1812,1,6
5,1,3.333333333,6,2,4,1743,3,2
1,1,2.333333333,2,3,5,1259,3,5
4,2,1.333333333,2,3,4,2033,1,3
3,3,3,3,3,3,831,3,4
1,1,2.666666667,5,1,4,1432,2,6
2,2,3,2,4,3,621,3,4
2,2,2,1,2,3,1805,2,3
3,2,3.666666667,3,3,4,1622,3,6
5,3,3.666666667,2,3,4,1845,1,7
1,1,1,1,1,1,2272,2,5
5,2.5,2.333333333,1,3,4,2192,1,4
4,1,2.333333333,1,3,2,638,1,10
5,4,3.666666667,2,5,5,901,3,5
1,1,1,1,1,1,112,2,4
4,1,2.666666667,2,3,4,1002,1,2
6,3.5,2,1,5,3,2003,1,1
2,4,3,1,3,3,1416,2,8
1,1.5,1,1,2,3,2112,2,2
6,1,2,5,4,3,1590,1,9
2,2.5,2.333333333,3,3,1,2234,2,2
1,4,2,1,3,4,1739,2,6
4,4,3,2,6,4,67,3,7
2,1.5,1.666666667,2,2,2,188,2,5
4,1,2.333333333,1,3,4,183,1,7
3,1,1.333333333,1,3,4,32,2,8
2,2.5,3,1,1,4,202,2,5
4,1,3,3,3,4,1348,1,3
1,1.5,2.666666667,2,4,2,755,2,4
4,1,1.333333333,1,1,1,447,2,2
4,1,2,2,5,3,1753,3,4
4,2,2,3,4,5,1382,3,4
1,1,3.666666667,1,2,2,1434,2,4
1,1,1.666666667,1,2,1,253,2,3
3,3,3,1,3,4,225,3,5
3,2,2.333333333,3,3,3,2072,3,6
6,1,1.333333333,1,1,3,609,1,2
2,2,3.666666667,3,3,3,174,3,9
4,2,2,1,3,3,643,1,2
3,2,2,2,4,2,1244,2,2
5,2,1.666666667,1,3,5,2028,1,4
3,1,1.666666667,3,1,3,863,2,3
3,1,2,1,2,2,1082,2,4
3,3,1.666666667,2,2,1,1243,2,2
3,3.5,3.666666667,2,5,3,338,3,2
5,1,2.333333333,2,3,2,1491,1,1
3,2,1,4,4,3,1254,3,3
5,1.5,2.666666667,3,3,4,1947,1,5
4,2,2,3,6,6,1821,3,6
4,2,3.333333333,3,4,2,1388,3,3
6,1.5,2,3,4,2,46,1,2
6,4.5,5,3,6,5,1204,3,2
6,1,1.666666667,1,6,2,1607,1,6
2,2.5,5,1,3,3,1733,3,5
2,3,2,1,3,3,203,2,3
4,3.5,2.333333333,3,3,3,1444,3,8
4,2.5,3.666666667,2,2,4,1124,1,3
2,2,2.333333333,4,3,3,1852,3,5
2,1,1.666666667,3,3,3,651,2,8
6,1,4.333333333,2,3,5,1108,1,5
3,2.5,2.666666667,2,4,4,881,3,4
2,1,2,1,3,3,1042,2,5
1,1,3.333333333,3,5,6,1358,3,8
3,3,2.666666667,2,3,5,1759,3,7
5,2,2,2,3,3,2058,1,2
2,1.5,2,3,3,4,1836,3,6
4,4.5,3,2,4,4,635,3,6
5,2,2.333333333,1,2,2,559,1,4
2,1,2,3,2,3,300,2,2
2,2,2.666666667,3,4,4,2390,3,4
6,6,1.333333333,1,2,2,1098,1,4
4,3,3.333333333,3,3,3,148,3,2
6,1.5,3,1,4,6,1409,1,5
3,2,1,3,3,3,1022,2,4
1,1,1.666666667,1,1,4,120,2,9
2,2,2.333333333,3,4,3,971,3,2
6,1.5,2,1,6,2,1653,1,3
3,1,1.333333333,3,4,1,415,2,7
3,1.5,3.666666667,1,1,3,685,2,2
3,1,2.666666667,2,4,5,1420,3,4
3,2,2.333333333,3,3,1,469,2,2
6,1,1.333333333,1,1,1,661,1,3
4,2,3,3,3,2,71,1,4
1,1,3,1,1,3,81,2,5
6,3.5,2.333333333,1,3,4,1855,1,10
4,3,2,2,3,4,1226,1,3
6,1,2.333333333,1,6,1,1594,1,3
1,1,1,1,2,1,1977,2,2
5,1,3.666666667,1,5,5,1582,1,3
4,1,2.666666667,1,6,3,1983,3,7
3,1,3.333333333,2,2,3,1496,2,3
3,1,1.333333333,1,5,2,1621,2,2
2,1.5,1,1,1,2,2032,2,7
1,1,1,1,1,1,1013,2,2
2,2.5,3,2,4,2,967,3,2
2,2.5,2.333333333,2,2,4,681,2,5
3,2,2,1,4,4,161,3,5
3,1,1.666666667,1,1,3,1234,2,7
2,3.5,1,2,4,3,1645,3,8
4,4,2,2,2,2,1737,1,7
5,1,1.333333333,6,2,3,1440,1,4
1,3.5,1.666666667,3,3,1,14,2,5
2,1,1.333333333,2,2,2,673,2,2
